method,split,seed,mean_success,ci95_success,mean_valid_invariance_retention,ci95_valid_invariance_retention,mean_invalid_invariance_rejection,ci95_invalid_invariance_rejection,mean_task_equivalence_f1,ci95_task_equivalence_f1,mean_false_invariance_acceptance,ci95_false_invariance_acceptance,mean_contact_violation,ci95_contact_violation,mean_unsafe_action,ci95_unsafe_action,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_data_efficiency_proxy,ci95_data_efficiency_proxy,groups,regret_to_oracle
no_invariance_behavior_clone,combined_invariance_stress,3,0.5252,0.0224,0.25,0.021,0.4265,0.0205,0.3061,0.0172,0.1391,0.021,0.0973,0.0162,0.0827,0.0148,0.119,0.0165,0.1871,0.0166,0.2741,0.0153,35,0.2755
no_invariance_behavior_clone,combined_invariance_stress,4,0.5299,0.0186,0.2476,0.014,0.4323,0.0166,0.3282,0.0137,0.149,0.022,0.0861,0.0149,0.0799,0.0147,0.1245,0.0152,0.1827,0.0147,0.2786,0.0157,35,0.2449
no_invariance_behavior_clone,combined_invariance_stress,5,0.5245,0.0259,0.2517,0.0175,0.4364,0.0209,0.3293,0.0184,0.1514,0.0217,0.0932,0.0174,0.0837,0.0153,0.1293,0.0177,0.1796,0.0133,0.2769,0.017,35,0.2622
no_invariance_behavior_clone,combined_invariance_stress,6,0.5272,0.0188,0.2493,0.0169,0.4371,0.0213,0.3262,0.0177,0.1463,0.026,0.0881,0.0158,0.0857,0.0182,0.1367,0.0168,0.1759,0.0114,0.2803,0.017,35,0.2561
no_invariance_behavior_clone,invalid_physical_shift,0,0.5303,0.0181,0.265,0.0173,0.4432,0.0217,0.3262,0.0162,0.15,0.0271,0.0796,0.016,0.0823,0.0143,0.1187,0.018,0.1714,0.0147,0.2833,0.0153,35,0.2755
no_invariance_behavior_clone,invalid_physical_shift,1,0.5408,0.0188,0.2619,0.0151,0.4548,0.0185,0.3303,0.0164,0.1418,0.0209,0.0861,0.0122,0.0762,0.0156,0.1252,0.0146,0.168,0.0148,0.2895,0.0179,35,0.2759
no_invariance_behavior_clone,invalid_physical_shift,2,0.5456,0.0196,0.2629,0.0161,0.4384,0.0174,0.331,0.0153,0.1503,0.028,0.0776,0.0147,0.0704,0.0124,0.1211,0.0142,0.167,0.0127,0.2738,0.0161,35,0.2575
no_invariance_behavior_clone,invalid_physical_shift,3,0.5442,0.0197,0.2687,0.0141,0.4463,0.0182,0.3276,0.014,0.1486,0.0229,0.0918,0.0151,0.0895,0.0166,0.1184,0.0172,0.1816,0.0148,0.2721,0.0152,35,0.2639
no_invariance_behavior_clone,invalid_physical_shift,4,0.5378,0.0207,0.2629,0.0158,0.4408,0.0201,0.3207,0.0194,0.151,0.0273,0.0776,0.0147,0.0857,0.0163,0.1211,0.019,0.1718,0.0116,0.2776,0.018,35,0.2871
no_invariance_behavior_clone,invalid_physical_shift,5,0.5374,0.0226,0.2463,0.0187,0.4408,0.0207,0.3269,0.0152,0.1446,0.0285,0.0772,0.0142,0.0721,0.0127,0.1272,0.0137,0.1687,0.0111,0.2959,0.0143,35,0.2612
no_invariance_behavior_clone,invalid_physical_shift,6,0.5384,0.0213,0.2503,0.0202,0.4347,0.0145,0.3361,0.0184,0.1548,0.0247,0.084,0.0167,0.0793,0.0152,0.1136,0.0165,0.1769,0.0121,0.2724,0.0139,35,0.2673
no_invariance_behavior_clone,nominal,0,0.5959,0.0147,0.2721,0.0177,0.451,0.0178,0.3738,0.0213,0.1024,0.0159,0.068,0.0112,0.0643,0.0106,0.0762,0.0136,0.1435,0.0135,0.3034,0.0186,35,0.2401
no_invariance_behavior_clone,nominal,1,0.5881,0.0171,0.2823,0.0178,0.4497,0.0171,0.3728,0.0159,0.1088,0.0187,0.0701,0.0128,0.0551,0.012,0.0735,0.0123,0.131,0.0119,0.2912,0.0203,35,0.2622
no_invariance_behavior_clone,nominal,2,0.6,0.0158,0.2772,0.0183,0.4422,0.0175,0.3711,0.0168,0.102,0.0171,0.0588,0.0109,0.0578,0.0113,0.068,0.0097,0.1435,0.0155,0.2922,0.0167,35,0.2575
no_invariance_behavior_clone,nominal,3,0.5993,0.0197,0.2782,0.0193,0.4565,0.0174,0.368,0.0189,0.1061,0.0163,0.0752,0.0137,0.0599,0.0121,0.0656,0.0128,0.1459,0.0134,0.3024,0.0165,35,0.2429
no_invariance_behavior_clone,nominal,4,0.6003,0.0199,0.2874,0.0186,0.4333,0.0194,0.3684,0.0169,0.0993,0.017,0.0656,0.0104,0.0554,0.012,0.0653,0.0092,0.1422,0.0135,0.2986,0.0169,35,0.2408
no_invariance_behavior_clone,nominal,5,0.5827,0.0199,0.2782,0.0175,0.4401,0.0241,0.3762,0.0175,0.1017,0.0146,0.0602,0.0108,0.0527,0.0109,0.0765,0.0138,0.1405,0.0117,0.2912,0.016,35,0.2588
no_invariance_behavior_clone,nominal,6,0.5908,0.0164,0.282,0.0145,0.4347,0.0208,0.3459,0.0192,0.099,0.0145,0.0619,0.0104,0.0571,0.0101,0.065,0.0123,0.1439,0.0122,0.3054,0.0237,35,0.25
no_invariance_behavior_clone,valid_geometric_shift,0,0.5531,0.0214,0.2803,0.0149,0.4286,0.0207,0.3554,0.0187,0.1088,0.0158,0.0667,0.0127,0.0639,0.0115,0.1041,0.0116,0.1633,0.0153,0.2881,0.019,35,0.2779
no_invariance_behavior_clone,valid_geometric_shift,1,0.5701,0.0154,0.2619,0.0152,0.4282,0.0174,0.3486,0.0172,0.101,0.0141,0.0724,0.0123,0.0636,0.0125,0.0881,0.0107,0.1711,0.0141,0.2895,0.0151,35,0.2439
no_invariance_behavior_clone,valid_geometric_shift,2,0.5721,0.0187,0.2745,0.0164,0.4289,0.0217,0.3371,0.0173,0.1262,0.0189,0.0762,0.0124,0.0701,0.0119,0.0779,0.0108,0.1609,0.016,0.2884,0.0185,35,0.2374
no_invariance_behavior_clone,valid_geometric_shift,3,0.5704,0.0177,0.269,0.0153,0.419,0.0203,0.3357,0.0177,0.1116,0.0175,0.067,0.0114,0.0619,0.0107,0.0929,0.0119,0.1646,0.0139,0.2759,0.0138,35,0.2456
no_invariance_behavior_clone,valid_geometric_shift,4,0.5622,0.0199,0.2578,0.0124,0.4204,0.0191,0.3565,0.0198,0.1071,0.0176,0.0724,0.014,0.0728,0.0122,0.0973,0.0141,0.1636,0.012,0.2922,0.0183,35,0.2483
no_invariance_behavior_clone,valid_geometric_shift,5,0.5694,0.0187,0.2707,0.0183,0.4313,0.017,0.3459,0.0176,0.1037,0.0166,0.0772,0.0136,0.0646,0.0119,0.1014,0.0136,0.1731,0.014,0.2738,0.0166,35,0.2456
no_invariance_behavior_clone,valid_geometric_shift,6,0.5544,0.0149,0.269,0.02,0.4313,0.0215,0.3367,0.0167,0.1119,0.0201,0.069,0.0118,0.0663,0.0128,0.1014,0.0102,0.1629,0.012,0.2969,0.0161,35,0.2537
no_invariance_behavior_clone,valid_perceptual_shift,0,0.5745,0.0165,0.2772,0.0185,0.4374,0.0156,0.3272,0.0176,0.1146,0.0169,0.0697,0.0107,0.0769,0.0152,0.0891,0.0124,0.1639,0.0123,0.2718,0.0158,35,0.2473
no_invariance_behavior_clone,valid_perceptual_shift,1,0.5741,0.02,0.2745,0.0145,0.434,0.0166,0.3296,0.0171,0.1146,0.018,0.0697,0.0116,0.0656,0.0134,0.0806,0.014,0.169,0.014,0.2966,0.0176,35,0.2432
no_invariance_behavior_clone,valid_perceptual_shift,2,0.5844,0.0184,0.2782,0.0147,0.4187,0.0207,0.3483,0.0197,0.1102,0.0193,0.0711,0.0132,0.0653,0.0138,0.0864,0.0101,0.1616,0.0124,0.2925,0.0173,35,0.2347
no_invariance_behavior_clone,valid_perceptual_shift,3,0.5738,0.0177,0.2687,0.0199,0.4272,0.0172,0.3439,0.0155,0.1,0.0161,0.0673,0.0117,0.0643,0.011,0.081,0.01,0.1673,0.0119,0.2905,0.0164,35,0.2548
no_invariance_behavior_clone,valid_perceptual_shift,4,0.5793,0.0191,0.2759,0.0149,0.4204,0.0187,0.3272,0.0167,0.1133,0.0179,0.066,0.0116,0.0646,0.0115,0.0823,0.0099,0.1558,0.0142,0.2874,0.0194,35,0.2408
no_invariance_behavior_clone,valid_perceptual_shift,5,0.5786,0.0223,0.267,0.0182,0.4265,0.0238,0.3378,0.0141,0.1105,0.0182,0.0656,0.0101,0.0701,0.0146,0.0823,0.0118,0.1561,0.0136,0.2952,0.0183,35,0.2391
no_invariance_behavior_clone,valid_perceptual_shift,6,0.5633,0.0208,0.2833,0.0179,0.431,0.0235,0.3612,0.0123,0.1024,0.0168,0.0643,0.0129,0.0663,0.0126,0.0963,0.0134,0.1595,0.0126,0.2759,0.0183,35,0.2541
oracle_invariance_validity_supervisor,combined_invariance_stress,0,0.7935,0.0152,0.6959,0.0152,0.719,0.0183,0.5616,0.0154,0.0347,0.0062,0.0201,0.0065,0.0116,0.0044,0.0571,0.0078,0.2272,0.0178,0.5711,0.0206,35,0.0
oracle_invariance_validity_supervisor,combined_invariance_stress,1,0.7942,0.0147,0.6925,0.0182,0.719,0.0165,0.5582,0.0151,0.0327,0.0074,0.0228,0.0058,0.0088,0.0041,0.0616,0.0101,0.2303,0.0207,0.5748,0.0177,35,0.0
oracle_invariance_validity_supervisor,combined_invariance_stress,2,0.7895,0.0124,0.685,0.0183,0.7364,0.0164,0.5378,0.0183,0.0388,0.0068,0.0214,0.0076,0.0065,0.004,0.0616,0.0111,0.2272,0.0148,0.567,0.0198,35,0.0
oracle_invariance_validity_supervisor,combined_invariance_stress,3,0.8007,0.0152,0.6997,0.0189,0.7201,0.0173,0.5469,0.0167,0.0395,0.0083,0.0204,0.0049,0.0092,0.0032,0.0633,0.0092,0.2272,0.0152,0.5673,0.0188,35,0.0
oracle_invariance_validity_supervisor,combined_invariance_stress,4,0.7748,0.0136,0.6959,0.0217,0.7276,0.0137,0.55,0.0224,0.0401,0.0085,0.0177,0.0048,0.0092,0.004,0.0592,0.0085,0.2197,0.0163,0.5721,0.0182,35,0.0
oracle_invariance_validity_supervisor,combined_invariance_stress,5,0.7867,0.0161,0.6983,0.0187,0.7167,0.0164,0.5497,0.0158,0.0344,0.0078,0.0153,0.0059,0.0109,0.0045,0.0595,0.0083,0.2286,0.0163,0.5599,0.0206,35,0.0
oracle_invariance_validity_supervisor,combined_invariance_stress,6,0.7833,0.0174,0.7034,0.0184,0.7272,0.0156,0.552,0.0155,0.0408,0.0078,0.0146,0.0048,0.0099,0.0057,0.0622,0.007,0.2248,0.0163,0.5721,0.0186,35,0.0
oracle_invariance_validity_supervisor,invalid_physical_shift,0,0.8058,0.0133,0.6966,0.0183,0.7344,0.0167,0.5592,0.0178,0.0384,0.0057,0.0187,0.0059,0.0129,0.0043,0.0395,0.0078,0.2276,0.0155,0.5765,0.0198,35,0.0
oracle_invariance_validity_supervisor,invalid_physical_shift,1,0.8167,0.0153,0.7034,0.0186,0.7272,0.0148,0.5599,0.0237,0.0384,0.0082,0.0167,0.004,0.0075,0.0042,0.0497,0.0093,0.2133,0.0143,0.582,0.0193,35,0.0
oracle_invariance_validity_supervisor,invalid_physical_shift,2,0.8031,0.0146,0.7102,0.0144,0.7255,0.0134,0.5551,0.0164,0.0408,0.0088,0.0187,0.0061,0.0082,0.0039,0.0527,0.0072,0.2054,0.0143,0.5687,0.0183,35,0.0
oracle_invariance_validity_supervisor,invalid_physical_shift,3,0.8082,0.0147,0.7177,0.0154,0.7469,0.016,0.5684,0.0159,0.0429,0.0067,0.016,0.0054,0.0109,0.0052,0.0452,0.0082,0.2136,0.0157,0.6041,0.0171,35,0.0
oracle_invariance_validity_supervisor,invalid_physical_shift,4,0.8248,0.0154,0.6963,0.0183,0.732,0.0186,0.5578,0.0209,0.0388,0.0106,0.0221,0.0061,0.0116,0.0049,0.0524,0.0063,0.2126,0.0169,0.5728,0.0159,35,0.0
oracle_invariance_validity_supervisor,invalid_physical_shift,5,0.7986,0.0136,0.7058,0.016,0.7313,0.0166,0.5667,0.0182,0.0354,0.0083,0.0173,0.0041,0.0105,0.0049,0.0415,0.0081,0.2054,0.014,0.5827,0.0152,35,0.0
oracle_invariance_validity_supervisor,invalid_physical_shift,6,0.8058,0.0135,0.701,0.0154,0.7197,0.0151,0.566,0.0163,0.0367,0.0078,0.0218,0.0056,0.0051,0.0029,0.0527,0.0094,0.2122,0.0114,0.5796,0.0199,35,0.0
oracle_invariance_validity_supervisor,nominal,0,0.8361,0.0127,0.7167,0.0141,0.732,0.0158,0.599,0.021,0.032,0.0072,0.0163,0.0046,0.0044,0.0024,0.016,0.0052,0.1844,0.0138,0.6031,0.0169,35,0.0
oracle_invariance_validity_supervisor,nominal,1,0.8503,0.0152,0.7306,0.0159,0.7398,0.0161,0.6129,0.0163,0.0323,0.0077,0.0204,0.0061,0.0037,0.0044,0.0211,0.0057,0.1946,0.0125,0.5823,0.017,35,0.0
oracle_invariance_validity_supervisor,nominal,2,0.8575,0.0115,0.7122,0.0157,0.7173,0.017,0.599,0.0166,0.0276,0.0067,0.0139,0.0034,0.0058,0.0036,0.0259,0.006,0.1786,0.0167,0.6017,0.0186,35,0.0
oracle_invariance_validity_supervisor,nominal,3,0.8422,0.0139,0.7224,0.0121,0.7364,0.0136,0.6037,0.0152,0.0303,0.0068,0.0167,0.005,0.0075,0.0037,0.0221,0.0052,0.1891,0.0151,0.5925,0.0186,35,0.0
oracle_invariance_validity_supervisor,nominal,4,0.8412,0.0124,0.7337,0.0198,0.7224,0.0194,0.5963,0.0194,0.0364,0.0075,0.0146,0.0059,0.0058,0.0032,0.018,0.0058,0.1908,0.0146,0.581,0.016,35,0.0
oracle_invariance_validity_supervisor,nominal,5,0.8415,0.0145,0.7272,0.02,0.7306,0.0163,0.6044,0.0201,0.0299,0.0067,0.0143,0.005,0.0051,0.0024,0.019,0.0052,0.1755,0.0104,0.6044,0.0196,35,0.0
oracle_invariance_validity_supervisor,nominal,6,0.8408,0.015,0.7241,0.0154,0.7388,0.0171,0.5963,0.0154,0.0272,0.0061,0.0156,0.0047,0.0027,0.0029,0.0207,0.006,0.1973,0.012,0.6109,0.0175,35,0.0
oracle_invariance_validity_supervisor,valid_geometric_shift,0,0.831,0.0105,0.7088,0.0158,0.7296,0.0173,0.5755,0.0173,0.033,0.0083,0.017,0.0054,0.0041,0.0029,0.0364,0.0075,0.202,0.0132,0.5874,0.0169,35,0.0
oracle_invariance_validity_supervisor,valid_geometric_shift,1,0.8139,0.0129,0.7173,0.0145,0.7371,0.01,0.5796,0.0206,0.0299,0.0071,0.0163,0.0046,0.0054,0.0034,0.0425,0.0075,0.2153,0.0152,0.5779,0.0165,35,0.0
oracle_invariance_validity_supervisor,valid_geometric_shift,2,0.8095,0.0138,0.7099,0.0194,0.7259,0.0192,0.5684,0.0196,0.035,0.0057,0.0167,0.0049,0.0058,0.0031,0.051,0.0087,0.2167,0.0168,0.582,0.0148,35,0.0
oracle_invariance_validity_supervisor,valid_geometric_shift,3,0.816,0.0165,0.7058,0.0159,0.7241,0.0191,0.5721,0.0187,0.035,0.0071,0.0126,0.0051,0.0075,0.0046,0.0401,0.0081,0.2041,0.0127,0.5799,0.0192,35,0.0
oracle_invariance_validity_supervisor,valid_geometric_shift,4,0.8105,0.0157,0.7177,0.0186,0.7177,0.0144,0.566,0.0186,0.0306,0.0064,0.0197,0.0052,0.0068,0.0036,0.0418,0.008,0.217,0.0154,0.5741,0.0198,35,0.0
oracle_invariance_validity_supervisor,valid_geometric_shift,5,0.815,0.011,0.7014,0.0164,0.748,0.0157,0.5765,0.0177,0.032,0.0049,0.0187,0.0047,0.0071,0.0041,0.0429,0.0075,0.2211,0.0134,0.565,0.0181,35,0.0
oracle_invariance_validity_supervisor,valid_geometric_shift,6,0.8082,0.0165,0.716,0.0166,0.7364,0.0185,0.5602,0.0172,0.0241,0.0069,0.0184,0.0062,0.0075,0.0051,0.0378,0.0069,0.1888,0.0127,0.5622,0.0209,35,0.0
oracle_invariance_validity_supervisor,valid_perceptual_shift,0,0.8218,0.014,0.719,0.0162,0.7194,0.0181,0.5803,0.0181,0.0327,0.0062,0.0167,0.005,0.0088,0.0042,0.0405,0.0079,0.2109,0.0164,0.5735,0.0192,35,0.0
oracle_invariance_validity_supervisor,valid_perceptual_shift,1,0.8173,0.0112,0.7184,0.0195,0.7187,0.0189,0.5643,0.0183,0.0337,0.0069,0.0153,0.004,0.0037,0.0025,0.0357,0.007,0.2065,0.0131,0.5884,0.0182,35,0.0
oracle_invariance_validity_supervisor,valid_perceptual_shift,2,0.819,0.0149,0.7184,0.0179,0.7272,0.0143,0.5718,0.0156,0.0299,0.007,0.015,0.0045,0.0058,0.0045,0.0473,0.0076,0.2201,0.013,0.5844,0.0176,35,0.0
oracle_invariance_validity_supervisor,valid_perceptual_shift,3,0.8286,0.0116,0.7102,0.0147,0.7354,0.0189,0.5667,0.0181,0.0303,0.0058,0.015,0.0043,0.0068,0.0029,0.0361,0.0074,0.1952,0.0149,0.5765,0.0177,35,0.0
oracle_invariance_validity_supervisor,valid_perceptual_shift,4,0.8201,0.0161,0.7075,0.0173,0.7088,0.0121,0.5782,0.0186,0.0282,0.0059,0.0211,0.0071,0.0051,0.0032,0.0347,0.0071,0.2014,0.0133,0.5816,0.0182,35,0.0
oracle_invariance_validity_supervisor,valid_perceptual_shift,5,0.8177,0.015,0.7105,0.0174,0.7255,0.0146,0.5752,0.0132,0.0333,0.0084,0.0116,0.0039,0.0078,0.0043,0.0378,0.0064,0.2126,0.0183,0.5806,0.0157,35,0.0
oracle_invariance_validity_supervisor,valid_perceptual_shift,6,0.8173,0.0143,0.732,0.015,0.7163,0.0179,0.567,0.0176,0.0265,0.0057,0.0116,0.0036,0.0051,0.0031,0.0378,0.008,0.2027,0.0139,0.5816,0.0181,35,0.0
proposed_physical_invariance_audit,combined_invariance_stress,0,0.6901,0.0182,0.5847,0.0181,0.6289,0.0137,0.4786,0.0137,0.0731,0.0131,0.0483,0.0082,0.0398,0.0131,0.0837,0.0105,0.2313,0.013,0.4915,0.022,35,0.1034
proposed_physical_invariance_audit,combined_invariance_stress,1,0.6806,0.019,0.5881,0.0149,0.6337,0.0186,0.4578,0.0251,0.0762,0.0135,0.0442,0.0097,0.0381,0.0097,0.0701,0.0087,0.2156,0.0134,0.4949,0.0176,35,0.1136
proposed_physical_invariance_audit,combined_invariance_stress,2,0.6949,0.0162,0.5871,0.0227,0.615,0.0193,0.4956,0.0181,0.0793,0.013,0.0486,0.0082,0.033,0.0075,0.0789,0.0098,0.2099,0.0143,0.4912,0.0145,35,0.0946
proposed_physical_invariance_audit,combined_invariance_stress,3,0.6636,0.019,0.5922,0.0197,0.6221,0.0223,0.4507,0.0152,0.083,0.0124,0.0429,0.0092,0.0367,0.0095,0.0823,0.0113,0.2316,0.0141,0.485,0.0179,35,0.1371
proposed_physical_invariance_audit,combined_invariance_stress,4,0.6908,0.0222,0.5864,0.0186,0.6054,0.0188,0.481,0.018,0.0707,0.0121,0.0449,0.0112,0.0425,0.0108,0.0755,0.0097,0.2187,0.0146,0.4925,0.0168,35,0.084
proposed_physical_invariance_audit,combined_invariance_stress,5,0.6874,0.0216,0.5854,0.0197,0.6163,0.0219,0.4912,0.0177,0.0704,0.0139,0.0374,0.009,0.0374,0.0086,0.0898,0.0105,0.2031,0.0147,0.4939,0.0187,35,0.0993
proposed_physical_invariance_audit,combined_invariance_stress,6,0.6857,0.0217,0.5905,0.0235,0.6129,0.0183,0.4707,0.0165,0.0765,0.0151,0.0401,0.0083,0.0476,0.0102,0.083,0.0117,0.2269,0.0134,0.4922,0.0193,35,0.0976
proposed_physical_invariance_audit,invalid_physical_shift,0,0.7102,0.0171,0.6044,0.0155,0.6347,0.0163,0.4915,0.017,0.0684,0.0115,0.0357,0.0102,0.0367,0.0113,0.0619,0.0107,0.2099,0.0151,0.5051,0.0158,35,0.0956
proposed_physical_invariance_audit,invalid_physical_shift,1,0.6922,0.018,0.5939,0.0185,0.6486,0.0194,0.485,0.0213,0.0721,0.0145,0.0463,0.0091,0.0357,0.0093,0.0663,0.0095,0.2054,0.0151,0.5031,0.019,35,0.1245
proposed_physical_invariance_audit,invalid_physical_shift,2,0.6946,0.0201,0.5762,0.0158,0.632,0.0166,0.483,0.0212,0.0697,0.0144,0.0412,0.0067,0.031,0.0077,0.0684,0.0092,0.2116,0.0133,0.5075,0.0189,35,0.1085
proposed_physical_invariance_audit,invalid_physical_shift,3,0.6942,0.0216,0.5915,0.0191,0.6221,0.0159,0.4847,0.0155,0.0844,0.0137,0.0425,0.0102,0.0367,0.0091,0.0667,0.0099,0.2041,0.015,0.4806,0.0203,35,0.1139
proposed_physical_invariance_audit,invalid_physical_shift,4,0.7082,0.0184,0.5738,0.0163,0.6143,0.0228,0.4827,0.0216,0.0646,0.011,0.0452,0.0102,0.0408,0.0098,0.0833,0.013,0.2082,0.0136,0.5099,0.0192,35,0.1167
proposed_physical_invariance_audit,invalid_physical_shift,5,0.6956,0.0168,0.599,0.0187,0.6245,0.0183,0.4918,0.0202,0.0823,0.0139,0.0466,0.0058,0.0313,0.0077,0.0707,0.0099,0.2051,0.0144,0.5143,0.017,35,0.1031
proposed_physical_invariance_audit,invalid_physical_shift,6,0.7112,0.0153,0.5881,0.0171,0.6187,0.0195,0.4895,0.0221,0.0789,0.0141,0.0388,0.0083,0.0401,0.0096,0.0724,0.0128,0.2109,0.0133,0.4898,0.0182,35,0.0946
proposed_physical_invariance_audit,nominal,0,0.7551,0.017,0.6017,0.0173,0.6252,0.0198,0.5344,0.0211,0.0592,0.0131,0.0415,0.0085,0.0231,0.0068,0.034,0.0066,0.1854,0.0141,0.5099,0.0186,35,0.081
proposed_physical_invariance_audit,nominal,1,0.7347,0.0192,0.6201,0.0173,0.6167,0.0174,0.533,0.0182,0.0575,0.0104,0.0276,0.006,0.0245,0.0068,0.0347,0.0085,0.1735,0.0138,0.5364,0.0194,35,0.1156
proposed_physical_invariance_audit,nominal,2,0.7442,0.019,0.6167,0.0166,0.6293,0.0188,0.5323,0.0196,0.0616,0.0109,0.0289,0.0062,0.0272,0.0074,0.0408,0.0081,0.1765,0.0127,0.5323,0.017,35,0.1133
proposed_physical_invariance_audit,nominal,3,0.7398,0.0126,0.5993,0.0152,0.6245,0.0215,0.5241,0.023,0.0568,0.0109,0.0327,0.0076,0.0252,0.0068,0.0391,0.0068,0.1847,0.0175,0.5163,0.0221,35,0.1024
proposed_physical_invariance_audit,nominal,4,0.7357,0.0168,0.6224,0.0213,0.6153,0.0181,0.534,0.0197,0.0503,0.0087,0.0313,0.0063,0.0194,0.0061,0.033,0.0066,0.1878,0.017,0.5286,0.0155,35,0.1054
proposed_physical_invariance_audit,nominal,5,0.7429,0.0184,0.6238,0.0223,0.6395,0.0234,0.5361,0.0141,0.0605,0.0096,0.0303,0.0071,0.0211,0.0057,0.0439,0.0088,0.1857,0.0162,0.5187,0.0179,35,0.0986
proposed_physical_invariance_audit,nominal,6,0.7388,0.0143,0.618,0.0201,0.6483,0.0188,0.5265,0.0192,0.0541,0.0108,0.0299,0.0064,0.0245,0.0062,0.0388,0.0081,0.1728,0.0163,0.5401,0.0192,35,0.102
proposed_physical_invariance_audit,valid_geometric_shift,0,0.7031,0.0166,0.5939,0.0187,0.6252,0.0193,0.4986,0.0144,0.0595,0.0099,0.0384,0.0099,0.032,0.0084,0.0605,0.0076,0.2048,0.0169,0.5255,0.0152,35,0.1279
proposed_physical_invariance_audit,valid_geometric_shift,1,0.7085,0.0183,0.5929,0.0209,0.6293,0.0167,0.4986,0.0185,0.0585,0.0112,0.0333,0.01,0.034,0.0099,0.0517,0.0089,0.2034,0.0131,0.5139,0.0202,35,0.1054
proposed_physical_invariance_audit,valid_geometric_shift,2,0.7095,0.0145,0.5997,0.0158,0.6228,0.0156,0.4976,0.0205,0.0582,0.0107,0.0357,0.0062,0.032,0.008,0.0602,0.0093,0.2048,0.0135,0.5173,0.02,35,0.1
proposed_physical_invariance_audit,valid_geometric_shift,3,0.7197,0.0202,0.5949,0.017,0.6231,0.0181,0.4986,0.016,0.0585,0.0094,0.0337,0.0067,0.0279,0.0087,0.049,0.0075,0.2054,0.0146,0.5184,0.0145,35,0.0963
proposed_physical_invariance_audit,valid_geometric_shift,4,0.7017,0.0157,0.6041,0.0149,0.6201,0.0175,0.4952,0.0184,0.0595,0.0078,0.0405,0.0092,0.0255,0.0075,0.0619,0.007,0.1929,0.0125,0.5136,0.0176,35,0.1088
proposed_physical_invariance_audit,valid_geometric_shift,5,0.7034,0.0166,0.5912,0.0198,0.6248,0.0161,0.5027,0.0191,0.0646,0.0096,0.0367,0.007,0.0286,0.0072,0.0599,0.0083,0.2058,0.0183,0.5044,0.0179,35,0.1116
proposed_physical_invariance_audit,valid_geometric_shift,6,0.7112,0.0156,0.6037,0.0164,0.6221,0.0172,0.4854,0.0187,0.0605,0.0099,0.0371,0.0079,0.033,0.008,0.0616,0.0101,0.2071,0.0145,0.5245,0.0136,35,0.0969
proposed_physical_invariance_audit,valid_perceptual_shift,0,0.7126,0.0193,0.5963,0.0184,0.6337,0.0171,0.515,0.0166,0.0527,0.011,0.0303,0.0087,0.0282,0.0087,0.0537,0.0081,0.1912,0.0146,0.5054,0.0195,35,0.1092
proposed_physical_invariance_audit,valid_perceptual_shift,1,0.7078,0.0208,0.6224,0.0169,0.6129,0.0182,0.4918,0.0187,0.0476,0.0099,0.0306,0.0069,0.0238,0.0076,0.0476,0.0058,0.199,0.0164,0.4901,0.0177,35,0.1095
proposed_physical_invariance_audit,valid_perceptual_shift,2,0.7027,0.0174,0.618,0.02,0.6075,0.0185,0.518,0.017,0.0575,0.0092,0.0367,0.0065,0.0272,0.0082,0.0548,0.0082,0.219,0.0144,0.5109,0.0163,35,0.1163
proposed_physical_invariance_audit,valid_perceptual_shift,3,0.7173,0.0156,0.6,0.0201,0.6078,0.0135,0.4867,0.0132,0.0565,0.009,0.0327,0.0067,0.0282,0.0071,0.0537,0.0095,0.2058,0.0132,0.5027,0.0191,35,0.1112
proposed_physical_invariance_audit,valid_perceptual_shift,4,0.7139,0.0185,0.6024,0.0188,0.6129,0.0207,0.4935,0.0192,0.0558,0.0102,0.0388,0.0082,0.0255,0.0087,0.0541,0.0082,0.198,0.0138,0.5044,0.0176,35,0.1061
proposed_physical_invariance_audit,valid_perceptual_shift,5,0.7194,0.0173,0.6041,0.018,0.6282,0.0171,0.498,0.0146,0.0517,0.0099,0.0371,0.009,0.0323,0.0092,0.0497,0.0082,0.2,0.0139,0.5231,0.0201,35,0.0983
proposed_physical_invariance_audit,valid_perceptual_shift,6,0.7133,0.0151,0.6,0.0204,0.6122,0.0195,0.5027,0.0176,0.0616,0.0113,0.0374,0.0071,0.033,0.009,0.0486,0.0072,0.1983,0.0152,0.5014,0.0187,35,0.1041
