risk_budget,method,seed,mean_success,ci95_success,mean_valid_invariance_retention,ci95_valid_invariance_retention,mean_invalid_invariance_rejection,ci95_invalid_invariance_rejection,mean_action_equivalence_f1,ci95_action_equivalence_f1,mean_false_invariance_acceptance,ci95_false_invariance_acceptance,mean_contact_frame_violation,ci95_contact_frame_violation,mean_affordance_violation,ci95_affordance_violation,mean_temporal_order_violation,ci95_temporal_order_violation,mean_unsafe_action,ci95_unsafe_action,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_observation_equivalence_score,ci95_observation_equivalence_score,mean_action_equivalence_score,ci95_action_equivalence_score,mean_physical_validity_margin,ci95_physical_validity_margin,mean_over_invariance_rate,ci95_over_invariance_rate,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,mean_coverage,ci95_coverage,mean_risk_score,ci95_risk_score,groups
0.16,affordance_graph_verifier,9,0.501578,0.035277,0.427083,0.051599,0.59375,0.041027,0.475,0.045794,0.114583,0.031613,0.066667,0.02143,0.045833,0.020932,0.041667,0.01883,0.06875,0.021504,0.089583,0.027222,0.222917,0.038958,0.489583,0.045142,0.4875,0.045674,0.633333,0.047708,0.110417,0.029599,0.0,0.0,0.5388,0.038446,0.683029,0.042878,0.072458,0.012796,80
0.16,aggressive_augmentation_policy,0,0.283523,0.028741,0.508333,0.043835,0.25625,0.036727,0.339583,0.04592,0.270833,0.045895,0.120833,0.030182,0.102083,0.029911,0.08125,0.031291,0.1625,0.030736,0.135417,0.032404,0.1875,0.035999,0.583333,0.040678,0.2375,0.038448,0.089583,0.025293,0.297917,0.051222,0.0,0.0,0.238651,0.029,0.291104,0.04021,0.161583,0.020442,80
0.16,aggressive_augmentation_policy,1,0.27103,0.0232,0.483333,0.047779,0.283333,0.041255,0.364583,0.041538,0.233333,0.047779,0.139583,0.029883,0.145833,0.034071,0.077083,0.025293,0.145833,0.032027,0.197917,0.038148,0.147917,0.030746,0.583333,0.042306,0.216667,0.034575,0.122917,0.031155,0.314583,0.047208,0.0,0.0,0.228949,0.024627,0.273838,0.037341,0.157458,0.021843,80
0.16,aggressive_augmentation_policy,2,0.279345,0.028979,0.535417,0.046378,0.23125,0.035583,0.35625,0.040571,0.277083,0.047546,0.116667,0.028111,0.097917,0.028286,0.060417,0.020334,0.127083,0.036404,0.1375,0.031172,0.145833,0.031496,0.60625,0.046578,0.220833,0.034758,0.1125,0.031709,0.254167,0.047911,0.0,0.0,0.23859,0.030461,0.282421,0.039161,0.148542,0.02174,80
0.16,aggressive_augmentation_policy,3,0.273875,0.031474,0.477083,0.042203,0.25625,0.036264,0.345833,0.038885,0.277083,0.044235,0.125,0.028764,0.120833,0.027241,0.064583,0.02054,0.179167,0.03524,0.14375,0.031155,0.1875,0.030955,0.64375,0.049221,0.241667,0.038503,0.110417,0.030164,0.345833,0.05287,0.0,0.0,0.226665,0.031953,0.289654,0.040675,0.169833,0.019528,80
0.16,aggressive_augmentation_policy,4,0.253002,0.028548,0.522917,0.042602,0.23125,0.036054,0.385417,0.046704,0.25625,0.045736,0.116667,0.03204,0.11875,0.029168,0.075,0.023172,0.147917,0.034864,0.195833,0.035716,0.183333,0.035633,0.625,0.048096,0.229167,0.035999,0.10625,0.02977,0.333333,0.051651,0.0,0.0,0.212347,0.028972,0.286529,0.038393,0.154875,0.021015,80
0.16,aggressive_augmentation_policy,5,0.282232,0.029613,0.5625,0.044778,0.279167,0.039744,0.385417,0.04486,0.275,0.043912,0.102083,0.027561,0.110417,0.032326,0.066667,0.022952,0.139583,0.030443,0.195833,0.036649,0.170833,0.03581,0.6625,0.04648,0.239583,0.036681,0.13125,0.030581,0.333333,0.05326,0.0,0.0,0.242364,0.030724,0.306379,0.039325,0.151917,0.0199,80
0.16,aggressive_augmentation_policy,6,0.266949,0.033676,0.529167,0.04417,0.279167,0.040998,0.339583,0.04665,0.252083,0.044634,0.13125,0.033732,0.122917,0.028906,0.070833,0.023081,0.13125,0.032195,0.129167,0.03286,0.179167,0.032237,0.602083,0.044823,0.220833,0.034758,0.110417,0.028435,0.29375,0.050742,0.0,0.0,0.228883,0.035909,0.283467,0.039263,0.151667,0.019812,80
0.16,aggressive_augmentation_policy,7,0.24728,0.029014,0.5375,0.047557,0.25,0.046124,0.345833,0.040998,0.222917,0.044615,0.104167,0.024223,0.089583,0.029023,0.06875,0.024444,0.141667,0.037705,0.15,0.034673,0.18125,0.030856,0.602083,0.046668,0.222917,0.040655,0.127083,0.034006,0.345833,0.050918,0.0,0.0,0.213302,0.029637,0.295804,0.042551,0.137333,0.020426,80
0.16,aggressive_augmentation_policy,8,0.26207,0.027999,0.541667,0.04368,0.23125,0.037881,0.335417,0.048094,0.245833,0.045748,0.129167,0.028454,0.116667,0.027503,0.075,0.024586,0.152083,0.036381,0.15,0.031616,0.1875,0.034563,0.602083,0.040882,0.21875,0.038806,0.1125,0.029503,0.304167,0.04677,0.0,0.0,0.219576,0.029444,0.277379,0.041518,0.155542,0.020702,80
0.16,aggressive_augmentation_policy,9,0.283305,0.027753,0.485417,0.045086,0.241667,0.040219,0.345833,0.036186,0.26875,0.048791,0.1,0.02823,0.102083,0.026307,0.091667,0.027809,0.15,0.031077,0.172917,0.0331,0.170833,0.031816,0.566667,0.046707,0.239583,0.040195,0.116667,0.031509,0.275,0.048654,0.0,0.0,0.240563,0.028018,0.302262,0.040549,0.154833,0.018717,80
0.16,causal_representation_proxy,0,0.42643,0.034984,0.489583,0.042043,0.535417,0.042582,0.45,0.043253,0.154167,0.036649,0.083333,0.024655,0.064583,0.022874,0.04375,0.017183,0.070833,0.0245,0.122917,0.028316,0.214583,0.040342,0.510417,0.047333,0.435417,0.042898,0.520833,0.045526,0.16875,0.035105,0.0,0.0,0.442519,0.036449,0.609042,0.044271,0.088833,0.01494,80
0.16,causal_representation_proxy,1,0.459266,0.042013,0.489583,0.038697,0.522917,0.044158,0.4125,0.046115,0.183333,0.033685,0.108333,0.028528,0.072917,0.021622,0.039583,0.019486,0.06875,0.025125,0.108333,0.030251,0.197917,0.036334,0.54375,0.042602,0.460417,0.045477,0.5,0.04792,0.147917,0.03675,0.0,0.0,0.469382,0.044491,0.625567,0.045738,0.100542,0.013697,80
0.16,causal_representation_proxy,2,0.487077,0.039167,0.502083,0.048443,0.566667,0.043719,0.475,0.047246,0.195833,0.039317,0.097917,0.028877,0.060417,0.021148,0.054167,0.021568,0.0875,0.026614,0.091667,0.028409,0.183333,0.032146,0.514583,0.043172,0.477083,0.046758,0.491667,0.046453,0.179167,0.040166,0.0,0.0,0.500185,0.041123,0.636958,0.046883,0.107042,0.016158,80
0.16,causal_representation_proxy,3,0.463183,0.03957,0.445833,0.044551,0.504167,0.04648,0.491667,0.048236,0.158333,0.033332,0.077083,0.022464,0.04375,0.018139,0.064583,0.022123,0.089583,0.027835,0.108333,0.031348,0.2125,0.037649,0.522917,0.04853,0.429167,0.042614,0.485417,0.048687,0.14375,0.037093,0.0,0.0,0.476698,0.041185,0.601425,0.042768,0.0935,0.013291,80
0.16,causal_representation_proxy,4,0.44953,0.037511,0.477083,0.040986,0.504167,0.047201,0.4625,0.047557,0.166667,0.035348,0.079167,0.025313,0.052083,0.021425,0.04375,0.018139,0.1,0.02823,0.125,0.029915,0.191667,0.037705,0.539583,0.048356,0.504167,0.044247,0.529167,0.040998,0.183333,0.037481,0.0,0.0,0.467398,0.03957,0.672092,0.045508,0.097833,0.015333,80
0.16,causal_representation_proxy,5,0.452939,0.03891,0.464583,0.042976,0.54375,0.048877,0.491667,0.038503,0.195833,0.036649,0.077083,0.023204,0.041667,0.016942,0.041667,0.01883,0.0625,0.022033,0.114583,0.027004,0.204167,0.033872,0.475,0.049,0.43125,0.043368,0.489583,0.044766,0.141667,0.032407,0.0,0.0,0.467242,0.039166,0.603883,0.043566,0.091292,0.013213,80
0.16,causal_representation_proxy,6,0.423225,0.038146,0.483333,0.044485,0.51875,0.043484,0.464583,0.042976,0.160417,0.034105,0.06875,0.022276,0.070833,0.0245,0.039583,0.019486,0.083333,0.027869,0.095833,0.023801,0.160417,0.034596,0.572917,0.044197,0.429167,0.041814,0.5125,0.045303,0.1625,0.038095,0.0,0.0,0.438541,0.038764,0.601217,0.041807,0.091958,0.014246,80
0.16,causal_representation_proxy,7,0.423554,0.036189,0.4875,0.044928,0.554167,0.040998,0.464583,0.039282,0.164583,0.032612,0.085417,0.02465,0.064583,0.02054,0.052083,0.023672,0.091667,0.025263,0.116667,0.029287,0.175,0.036707,0.541667,0.048096,0.404167,0.048888,0.479167,0.045895,0.160417,0.035559,0.0,0.0,0.433348,0.037712,0.565908,0.047214,0.098958,0.015231,80
0.16,causal_representation_proxy,8,0.436889,0.043174,0.447917,0.040924,0.541667,0.040051,0.447917,0.047064,0.154167,0.032237,0.083333,0.02533,0.058333,0.021033,0.05,0.01874,0.102083,0.03047,0.083333,0.028469,0.18125,0.031932,0.48125,0.040675,0.420833,0.047557,0.508333,0.05259,0.164583,0.038762,0.0,0.0,0.447222,0.04455,0.585417,0.045207,0.097958,0.014964,80
0.16,causal_representation_proxy,9,0.456241,0.045325,0.458333,0.040051,0.495833,0.043477,0.464583,0.040965,0.141667,0.032407,0.079167,0.023942,0.047917,0.021108,0.035417,0.016119,0.0875,0.024637,0.108333,0.030805,0.185417,0.038103,0.5125,0.047486,0.4375,0.042851,0.5,0.046124,0.135417,0.03343,0.0,0.0,0.471559,0.0476,0.608083,0.042975,0.086417,0.013372,80
0.16,conformal_shift_filter,0,0.467804,0.037499,0.429167,0.04417,0.535417,0.040551,0.48125,0.047918,0.133333,0.031509,0.064583,0.021347,0.070833,0.023081,0.0375,0.019251,0.072917,0.02385,0.102083,0.025657,0.23125,0.039196,0.45,0.049446,0.464583,0.040965,0.55625,0.0479,0.147917,0.031826,0.0,0.0,0.489791,0.039651,0.647062,0.038949,0.081333,0.014052,80
0.16,conformal_shift_filter,1,0.523604,0.039114,0.43125,0.042582,0.575,0.052268,0.4625,0.048957,0.125,0.026945,0.072917,0.021622,0.045833,0.019251,0.01875,0.011613,0.047917,0.019442,0.091667,0.026567,0.220833,0.038448,0.4375,0.046986,0.4875,0.047486,0.585417,0.048617,0.114583,0.031074,0.0,0.0,0.553714,0.040982,0.676113,0.046489,0.067083,0.011862,80
0.16,conformal_shift_filter,2,0.489324,0.035524,0.427083,0.049256,0.545833,0.045748,0.458333,0.043292,0.172917,0.037859,0.0625,0.019599,0.04375,0.020745,0.060417,0.021932,0.047917,0.016634,0.114583,0.028227,0.254167,0.034367,0.41875,0.043484,0.458333,0.0452,0.59375,0.045699,0.16875,0.036054,0.0,0.0,0.509272,0.036341,0.645787,0.042291,0.081375,0.014631,80
0.16,conformal_shift_filter,3,0.498195,0.039,0.475,0.051355,0.529167,0.040584,0.466667,0.044409,0.166667,0.034867,0.070833,0.0245,0.058333,0.021821,0.033333,0.014701,0.045833,0.019251,0.1,0.027008,0.2,0.035538,0.425,0.04105,0.545833,0.040668,0.560417,0.043581,0.127083,0.032482,0.0,0.0,0.525051,0.03922,0.726679,0.03855,0.079833,0.012494,80
0.16,conformal_shift_filter,4,0.474138,0.039299,0.4625,0.044247,0.572917,0.043813,0.46875,0.047243,0.145833,0.037379,0.05625,0.023204,0.070833,0.02077,0.045833,0.019251,0.052083,0.019787,0.1125,0.026487,0.229167,0.035526,0.477083,0.045291,0.466667,0.043642,0.585417,0.044254,0.15,0.035633,0.0,0.0,0.499775,0.040749,0.652008,0.041193,0.077583,0.014627,80
0.16,conformal_shift_filter,5,0.499132,0.034217,0.416667,0.041905,0.560417,0.038214,0.514583,0.041983,0.147917,0.035819,0.060417,0.020334,0.045833,0.019251,0.039583,0.019486,0.058333,0.023317,0.10625,0.030332,0.202083,0.034228,0.485417,0.045828,0.4625,0.046115,0.589583,0.045366,0.145833,0.032027,0.0,0.0,0.526011,0.034725,0.646358,0.041381,0.075958,0.013995,80
0.16,conformal_shift_filter,6,0.485962,0.042678,0.4375,0.044399,0.55625,0.046831,0.475,0.041541,0.13125,0.031128,0.083333,0.023245,0.066667,0.022952,0.047917,0.020292,0.04375,0.019048,0.0875,0.024637,0.19375,0.036956,0.43125,0.040132,0.458333,0.046307,0.572917,0.045328,0.129167,0.036741,0.0,0.0,0.51306,0.043366,0.647375,0.047704,0.076042,0.012806,80
0.16,conformal_shift_filter,7,0.470906,0.039529,0.441667,0.049,0.570833,0.047486,0.483333,0.042146,0.170833,0.043864,0.06875,0.023021,0.045833,0.019251,0.03125,0.018462,0.066667,0.02143,0.10625,0.026784,0.222917,0.037184,0.454167,0.045377,0.420833,0.043477,0.533333,0.046634,0.139583,0.036031,0.0,0.0,0.487849,0.039718,0.597225,0.043366,0.084458,0.013943,80
0.16,conformal_shift_filter,8,0.463547,0.041445,0.45,0.046995,0.558333,0.046161,0.49375,0.045551,0.135417,0.030801,0.060417,0.022689,0.0625,0.023515,0.035417,0.017134,0.064583,0.018825,0.108333,0.02793,0.216667,0.037391,0.429167,0.049232,0.477083,0.047475,0.597917,0.044898,0.120833,0.03128,0.0,0.0,0.491414,0.042555,0.670267,0.04667,0.077,0.012354,80
0.16,conformal_shift_filter,9,0.479855,0.042578,0.4375,0.047344,0.575,0.041459,0.452083,0.043948,0.14375,0.036171,0.05,0.020463,0.060417,0.019486,0.047917,0.021893,0.060417,0.021932,0.1,0.027626,0.235417,0.037523,0.445833,0.043399,0.458333,0.047388,0.58125,0.045384,0.13125,0.032715,0.0,0.0,0.502365,0.043426,0.646929,0.048292,0.077042,0.013881,80
0.16,contact_frame_verifier,0,0.507538,0.040182,0.472917,0.040446,0.60625,0.043967,0.475,0.049,0.14375,0.034743,0.047917,0.01762,0.05625,0.020907,0.039583,0.017668,0.058333,0.021033,0.089583,0.024616,0.216667,0.039584,0.508333,0.040636,0.5,0.043097,0.658333,0.046453,0.11875,0.029168,0.0,0.0,0.544678,0.040095,0.703533,0.041532,0.074375,0.013166,80
0.16,contact_frame_verifier,1,0.527212,0.037448,0.445833,0.04417,0.554167,0.044551,0.5,0.043873,0.141667,0.031882,0.052083,0.020622,0.041667,0.016942,0.041667,0.01883,0.054167,0.019941,0.095833,0.025842,0.208333,0.038327,0.458333,0.048446,0.477083,0.050908,0.6125,0.040998,0.114583,0.033176,0.0,0.0,0.558208,0.039339,0.670912,0.048202,0.071292,0.012094,80
0.16,contact_frame_verifier,2,0.492417,0.03986,0.45625,0.042602,0.5875,0.046115,0.539583,0.042799,0.145833,0.034563,0.052083,0.021425,0.052083,0.021425,0.045833,0.017409,0.064583,0.022123,0.09375,0.02716,0.220833,0.040584,0.49375,0.048773,0.5,0.042703,0.620833,0.047557,0.139583,0.037859,0.0,0.0,0.528643,0.041433,0.694608,0.041846,0.077583,0.013091,80
0.16,contact_frame_verifier,3,0.505338,0.037919,0.45625,0.049563,0.56875,0.043368,0.495833,0.046842,0.110417,0.030719,0.060417,0.023421,0.060417,0.022689,0.0375,0.018353,0.079167,0.023942,0.097917,0.027683,0.216667,0.037839,0.514583,0.04433,0.527083,0.045551,0.577083,0.050974,0.15625,0.04082,0.0,0.0,0.539421,0.04021,0.710992,0.046139,0.075292,0.012896,80
0.16,contact_frame_verifier,4,0.482917,0.035076,0.458333,0.0452,0.570833,0.048192,0.50625,0.04665,0.1125,0.030626,0.066667,0.023676,0.066667,0.022204,0.041667,0.015914,0.064583,0.0236,0.089583,0.027835,0.216667,0.038283,0.504167,0.04648,0.445833,0.044551,0.595833,0.047486,0.13125,0.030581,0.0,0.0,0.514097,0.037243,0.637012,0.043069,0.074042,0.01305,80
0.16,contact_frame_verifier,5,0.520561,0.04139,0.472917,0.04168,0.5875,0.046842,0.516667,0.044863,0.11875,0.034474,0.05625,0.020083,0.058333,0.021033,0.04375,0.021543,0.0625,0.019599,0.108333,0.026693,0.175,0.038503,0.504167,0.045748,0.5,0.043097,0.645833,0.046262,0.104167,0.030955,0.0,0.0,0.557982,0.042736,0.699263,0.041916,0.071958,0.012834,80
0.16,contact_frame_verifier,6,0.503807,0.037629,0.404167,0.043008,0.614583,0.040924,0.504167,0.041895,0.147917,0.038544,0.05625,0.023204,0.054167,0.02077,0.029167,0.013965,0.060417,0.019486,0.102083,0.027561,0.18125,0.032456,0.50625,0.042083,0.483333,0.044103,0.58125,0.045011,0.13125,0.034718,0.0,0.0,0.538867,0.040429,0.669696,0.043912,0.075917,0.013629,80
0.16,contact_frame_verifier,7,0.527185,0.039826,0.45,0.044787,0.595833,0.041408,0.479167,0.045526,0.139583,0.026275,0.039583,0.01564,0.0625,0.022786,0.039583,0.019486,0.075,0.023889,0.095833,0.0245,0.164583,0.032612,0.508333,0.049956,0.464583,0.04452,0.6125,0.047486,0.110417,0.032326,0.0,0.0,0.55607,0.041434,0.657471,0.041621,0.077875,0.01296,80
0.16,contact_frame_verifier,8,0.498273,0.034584,0.435417,0.047029,0.614583,0.04486,0.4875,0.040166,0.141667,0.035869,0.066667,0.02143,0.052083,0.019787,0.04375,0.020745,0.070833,0.028925,0.116667,0.029287,0.229167,0.039998,0.5,0.045386,0.472917,0.04327,0.60625,0.039088,0.1,0.032146,0.0,0.0,0.525355,0.035814,0.663108,0.04393,0.080833,0.014999,80
0.16,contact_frame_verifier,9,0.490737,0.032308,0.464583,0.041781,0.591667,0.047174,0.4875,0.047486,0.125,0.030474,0.064583,0.0236,0.052083,0.020622,0.035417,0.017134,0.070833,0.027117,0.108333,0.02793,0.204167,0.034855,0.5375,0.040668,0.475,0.046887,0.614583,0.040509,0.10625,0.031425,0.0,0.0,0.521527,0.033464,0.665167,0.044586,0.075458,0.013398,80
0.16,contrastive_invariance_learner,0,0.364958,0.035675,0.489583,0.044005,0.4,0.043331,0.452083,0.04433,0.2125,0.04149,0.122917,0.029485,0.075,0.025923,0.045833,0.019251,0.10625,0.031425,0.158333,0.0353,0.14375,0.032741,0.635417,0.043909,0.3625,0.042614,0.297917,0.043755,0.202083,0.036148,0.0,0.0,0.351264,0.036436,0.475704,0.042662,0.1225,0.018919,80
0.16,contrastive_invariance_learner,1,0.369732,0.036872,0.516667,0.04294,0.370833,0.039829,0.425,0.048236,0.1875,0.040833,0.122917,0.033757,0.09375,0.026531,0.0625,0.022033,0.095833,0.02518,0.141667,0.031348,0.164583,0.03652,0.58125,0.044634,0.379167,0.045004,0.320833,0.035716,0.197917,0.040717,0.0,0.0,0.357045,0.039595,0.496017,0.04744,0.118375,0.018282,80
0.16,contrastive_invariance_learner,2,0.349053,0.039385,0.5625,0.044017,0.408333,0.04105,0.360417,0.039603,0.204167,0.04025,0.114583,0.030526,0.091667,0.029574,0.060417,0.024131,0.0875,0.025313,0.129167,0.031816,0.164583,0.032612,0.554167,0.047129,0.322917,0.044387,0.310417,0.038871,0.220833,0.041408,0.0,0.0,0.333906,0.040557,0.446471,0.04526,0.117792,0.01658,80
0.16,contrastive_invariance_learner,3,0.389272,0.033545,0.50625,0.047368,0.372917,0.043192,0.40625,0.047865,0.225,0.036337,0.083333,0.027257,0.072917,0.022389,0.070833,0.02518,0.104167,0.030405,0.133333,0.031509,0.195833,0.042614,0.620833,0.044627,0.339583,0.041273,0.28125,0.038368,0.252083,0.049987,0.0,0.0,0.369323,0.0343,0.45655,0.041838,0.120417,0.01654,80
0.16,contrastive_invariance_learner,4,0.350617,0.0308,0.51875,0.047918,0.372917,0.046578,0.435417,0.037881,0.216667,0.040844,0.10625,0.028613,0.075,0.027195,0.064583,0.021347,0.09375,0.028376,0.133333,0.028705,0.1875,0.034071,0.627083,0.042403,0.34375,0.043231,0.347917,0.041983,0.2375,0.044551,0.0,0.0,0.334562,0.03221,0.469825,0.043132,0.119,0.018143,80
0.16,contrastive_invariance_learner,5,0.36134,0.033056,0.535417,0.045644,0.40625,0.047154,0.410417,0.044615,0.225,0.040719,0.097917,0.026435,0.083333,0.02663,0.075,0.022431,0.0875,0.024637,0.125,0.029915,0.164583,0.036979,0.614583,0.044101,0.370833,0.044247,0.322917,0.039985,0.20625,0.043192,0.0,0.0,0.347089,0.034151,0.499113,0.045245,0.120208,0.015369,80
0.16,contrastive_invariance_learner,6,0.370543,0.032601,0.51875,0.041088,0.402083,0.042582,0.4375,0.043632,0.220833,0.041814,0.114583,0.026371,0.085417,0.025984,0.075,0.024586,0.125,0.035586,0.127083,0.028613,0.158333,0.032303,0.572917,0.042641,0.366667,0.038722,0.275,0.037705,0.227083,0.044349,0.0,0.0,0.350525,0.036352,0.466892,0.041765,0.133792,0.019616,80
0.16,contrastive_invariance_learner,7,0.368389,0.03456,0.479167,0.045153,0.40625,0.039346,0.452083,0.046195,0.208333,0.041296,0.09375,0.02716,0.08125,0.02465,0.070833,0.02077,0.110417,0.029599,0.133333,0.029858,0.195833,0.03524,0.6,0.047424,0.327083,0.04168,0.254167,0.039829,0.229167,0.046986,0.0,0.0,0.351133,0.03633,0.435112,0.044875,0.1215,0.017749,80
0.16,contrastive_invariance_learner,8,0.36271,0.034408,0.520833,0.046625,0.404167,0.048192,0.4375,0.047699,0.214583,0.043172,0.085417,0.029052,0.06875,0.022276,0.05625,0.019224,0.127083,0.030332,0.141667,0.032407,0.195833,0.032237,0.564583,0.047741,0.354167,0.042455,0.277083,0.043851,0.23125,0.044063,0.0,0.0,0.346387,0.0356,0.464071,0.044734,0.12275,0.018841,80
0.16,contrastive_invariance_learner,9,0.353285,0.03461,0.5375,0.042693,0.3875,0.037559,0.416667,0.049309,0.233333,0.045978,0.1,0.02823,0.091667,0.025923,0.05625,0.018325,0.114583,0.028227,0.135417,0.031879,0.185417,0.037658,0.558333,0.042346,0.372917,0.044349,0.314583,0.038544,0.21875,0.040509,0.0,0.0,0.333952,0.035967,0.481229,0.046665,0.129792,0.020191,80
0.16,domain_randomization,0,0.346085,0.033084,0.4625,0.046115,0.425,0.047885,0.4125,0.039402,0.208333,0.039627,0.075,0.024586,0.095833,0.028925,0.0625,0.024223,0.1,0.026375,0.125,0.031023,0.14375,0.030609,0.525,0.042346,0.295833,0.048611,0.322917,0.040405,0.23125,0.042898,0.0,0.0,0.333984,0.034513,0.423904,0.049579,0.116333,0.015831,80
0.16,domain_randomization,1,0.360396,0.037172,0.497917,0.037433,0.420833,0.049301,0.420833,0.04149,0.183333,0.035633,0.122917,0.031155,0.08125,0.026626,0.054167,0.02077,0.116667,0.030969,0.139583,0.033606,0.1625,0.03128,0.55625,0.04719,0.377083,0.040153,0.329167,0.044627,0.247917,0.044634,0.0,0.0,0.34732,0.03916,0.500492,0.041108,0.120625,0.017234,80
0.16,domain_randomization,2,0.34355,0.035782,0.5,0.047566,0.383333,0.049786,0.427083,0.043813,0.220833,0.043008,0.091667,0.026567,0.095833,0.028335,0.0625,0.022786,0.104167,0.029273,0.141667,0.035869,0.183333,0.034182,0.570833,0.039744,0.304167,0.041814,0.304167,0.045674,0.258333,0.047174,0.0,0.0,0.324322,0.03737,0.4145,0.044874,0.123583,0.019595,80
0.16,domain_randomization,3,0.376072,0.031353,0.475,0.043525,0.404167,0.046407,0.425,0.043835,0.225,0.044674,0.095833,0.02518,0.0875,0.023226,0.066667,0.023676,0.10625,0.025492,0.120833,0.029617,0.191667,0.034915,0.575,0.048585,0.354167,0.035526,0.308333,0.046887,0.222917,0.045366,0.0,0.0,0.358632,0.032399,0.474763,0.038518,0.125125,0.015973,80
0.16,domain_randomization,4,0.346407,0.035372,0.497917,0.042898,0.427083,0.05321,0.429167,0.039744,0.210417,0.045662,0.091667,0.027195,0.070833,0.02077,0.054167,0.02077,0.116667,0.029858,0.139583,0.030443,0.19375,0.037859,0.585417,0.045384,0.302083,0.038588,0.3,0.042066,0.21875,0.037926,0.0,0.0,0.330096,0.037012,0.419658,0.040287,0.119833,0.01762,80
0.16,domain_randomization,5,0.332638,0.032719,0.4875,0.043008,0.3625,0.042614,0.433333,0.044103,0.204167,0.039402,0.077083,0.02392,0.066667,0.022952,0.0625,0.022786,0.09375,0.02385,0.139583,0.029312,0.152083,0.03348,0.5875,0.046842,0.314583,0.041088,0.29375,0.039517,0.245833,0.043864,0.0,0.0,0.321071,0.034071,0.438154,0.044543,0.109167,0.016143,80
0.16,domain_randomization,6,0.369508,0.034632,0.49375,0.044804,0.397917,0.044444,0.402083,0.040551,0.24375,0.045366,0.110417,0.027835,0.09375,0.025226,0.064583,0.022874,0.114583,0.031613,0.120833,0.029041,0.15,0.030529,0.60625,0.043581,0.358333,0.039456,0.30625,0.044804,0.247917,0.043484,0.0,0.0,0.348339,0.036504,0.4648,0.041186,0.1355,0.019286,80
0.16,domain_randomization,7,0.36687,0.030727,0.491667,0.045349,0.422917,0.040655,0.429167,0.045303,0.2375,0.043786,0.095833,0.027733,0.097917,0.025788,0.077083,0.024616,0.133333,0.03204,0.11875,0.030304,0.195833,0.037107,0.55625,0.048946,0.391667,0.043912,0.327083,0.045179,0.235417,0.044139,0.0,0.0,0.347796,0.032275,0.502742,0.048206,0.139167,0.019612,80
0.16,domain_randomization,8,0.339202,0.030877,0.504167,0.046842,0.433333,0.046344,0.402083,0.04674,0.220833,0.043786,0.075,0.027809,0.085417,0.026626,0.05625,0.020907,0.120833,0.03286,0.147917,0.03287,0.1875,0.035526,0.585417,0.047564,0.30625,0.033606,0.316667,0.040512,0.185417,0.03898,0.0,0.0,0.322225,0.033048,0.421137,0.039135,0.123167,0.019348,80
0.16,domain_randomization,9,0.34701,0.035319,0.529167,0.04677,0.4,0.040512,0.397917,0.044063,0.229167,0.049778,0.1,0.027008,0.077083,0.020907,0.047917,0.019442,0.1,0.025727,0.145833,0.034071,0.195833,0.031709,0.59375,0.044197,0.395833,0.049095,0.314583,0.041088,0.222917,0.039389,0.0,0.0,0.33115,0.037683,0.51415,0.050591,0.121083,0.018521,80
0.16,ensemble_disagreement_filter,0,0.439065,0.036221,0.422917,0.046831,0.539583,0.046214,0.48125,0.043871,0.141667,0.033934,0.079167,0.021724,0.054167,0.019941,0.039583,0.016685,0.058333,0.023317,0.125,0.029345,0.1875,0.035048,0.508333,0.043057,0.4125,0.043864,0.5375,0.04025,0.122917,0.036171,0.0,0.0,0.459375,0.037733,0.593637,0.043617,0.079167,0.0136,80
0.16,ensemble_disagreement_filter,1,0.442617,0.033617,0.4125,0.045748,0.577083,0.048251,0.44375,0.03484,0.154167,0.034268,0.045833,0.020109,0.05,0.01874,0.054167,0.02077,0.054167,0.021568,0.08125,0.025326,0.214583,0.038632,0.460417,0.046578,0.4875,0.041408,0.558333,0.044294,0.145833,0.038711,0.0,0.0,0.470279,0.035675,0.671683,0.040343,0.076,0.012015,80
0.16,ensemble_disagreement_filter,2,0.50988,0.039925,0.360417,0.044425,0.516667,0.046707,0.472917,0.039603,0.15,0.039241,0.075,0.023172,0.066667,0.024379,0.020833,0.012155,0.058333,0.021033,0.095833,0.027733,0.204167,0.033872,0.472917,0.044425,0.497917,0.037433,0.58125,0.045755,0.133333,0.03506,0.0,0.0,0.535635,0.041305,0.687121,0.038196,0.080167,0.01366,80
0.16,ensemble_disagreement_filter,3,0.481316,0.036963,0.40625,0.041842,0.504167,0.040668,0.477083,0.041801,0.15,0.036569,0.060417,0.019486,0.0625,0.024223,0.045833,0.021724,0.05,0.019621,0.072917,0.022389,0.185417,0.034376,0.43125,0.047457,0.472917,0.04327,0.560417,0.043192,0.172917,0.038741,0.0,0.0,0.505351,0.038731,0.656279,0.043114,0.077375,0.013965,80
0.16,ensemble_disagreement_filter,4,0.462352,0.041297,0.36875,0.043368,0.525,0.046161,0.477083,0.044158,0.1375,0.032757,0.060417,0.023421,0.064583,0.022874,0.039583,0.019486,0.058333,0.021821,0.1125,0.030069,0.235417,0.036612,0.466667,0.046271,0.452083,0.044709,0.522917,0.043774,0.15,0.040093,0.0,0.0,0.484435,0.042817,0.63035,0.046361,0.076458,0.013247,80
