risk_budget,method,seed,mean_success,ci95_success,mean_valid_invariance_retention,ci95_valid_invariance_retention,mean_invalid_invariance_rejection,ci95_invalid_invariance_rejection,mean_action_equivalence_f1,ci95_action_equivalence_f1,mean_false_invariance_acceptance,ci95_false_invariance_acceptance,mean_contact_frame_violation,ci95_contact_frame_violation,mean_affordance_violation,ci95_affordance_violation,mean_temporal_order_violation,ci95_temporal_order_violation,mean_unsafe_action,ci95_unsafe_action,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_observation_equivalence_score,ci95_observation_equivalence_score,mean_action_equivalence_score,ci95_action_equivalence_score,mean_physical_validity_margin,ci95_physical_validity_margin,mean_over_invariance_rate,ci95_over_invariance_rate,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,mean_coverage,ci95_coverage,mean_risk_score,ci95_risk_score,groups
0.08,contrastive_invariance_learner,3,0.36838,0.033195,0.50625,0.047368,0.372917,0.043192,0.40625,0.047865,0.225,0.036337,0.083333,0.027257,0.072917,0.022389,0.070833,0.02518,0.104167,0.030405,0.133333,0.031509,0.195833,0.042614,0.620833,0.044627,0.339583,0.041273,0.28125,0.038368,0.252083,0.049987,0.0,0.0,0.340551,0.035013,0.407908,0.044246,0.120417,0.01654,80
0.08,contrastive_invariance_learner,4,0.334019,0.030225,0.51875,0.047918,0.372917,0.046578,0.435417,0.037881,0.216667,0.040844,0.10625,0.028613,0.075,0.027195,0.064583,0.021347,0.09375,0.028376,0.133333,0.028705,0.1875,0.034071,0.627083,0.042403,0.34375,0.043231,0.347917,0.041983,0.2375,0.044551,0.0,0.0,0.311047,0.032879,0.425942,0.044005,0.119,0.018143,80
0.08,contrastive_invariance_learner,5,0.34048,0.032371,0.535417,0.045644,0.40625,0.047154,0.410417,0.044615,0.225,0.040719,0.097917,0.026435,0.083333,0.02663,0.075,0.022431,0.0875,0.024637,0.125,0.029915,0.164583,0.036979,0.614583,0.044101,0.370833,0.044247,0.322917,0.039985,0.20625,0.043192,0.0,0.0,0.317436,0.034501,0.444783,0.04672,0.120208,0.015369,80
0.08,contrastive_invariance_learner,6,0.351268,0.033112,0.51875,0.041088,0.402083,0.042582,0.4375,0.043632,0.220833,0.041814,0.114583,0.026371,0.085417,0.025984,0.075,0.024586,0.125,0.035586,0.127083,0.028613,0.158333,0.032303,0.572917,0.042641,0.366667,0.038722,0.275,0.037705,0.227083,0.044349,0.0,0.0,0.323599,0.038209,0.416054,0.04644,0.133792,0.019616,80
0.08,contrastive_invariance_learner,7,0.348707,0.034853,0.479167,0.045153,0.40625,0.039346,0.452083,0.046195,0.208333,0.041296,0.09375,0.02716,0.08125,0.02465,0.070833,0.02077,0.110417,0.029599,0.133333,0.029858,0.195833,0.03524,0.6,0.047424,0.327083,0.04168,0.254167,0.039829,0.229167,0.046986,0.0,0.0,0.323081,0.038128,0.386275,0.04877,0.1215,0.017749,80
0.08,contrastive_invariance_learner,8,0.341086,0.034114,0.520833,0.046625,0.404167,0.048192,0.4375,0.047699,0.214583,0.043172,0.085417,0.029052,0.06875,0.022276,0.05625,0.019224,0.127083,0.030332,0.141667,0.032407,0.195833,0.032237,0.564583,0.047741,0.354167,0.042455,0.277083,0.043851,0.23125,0.044063,0.0,0.0,0.316111,0.036673,0.409246,0.048088,0.12275,0.018841,80
0.08,contrastive_invariance_learner,9,0.334455,0.033874,0.5375,0.042693,0.3875,0.037559,0.416667,0.049309,0.233333,0.045978,0.1,0.02823,0.091667,0.025923,0.05625,0.018325,0.114583,0.028227,0.135417,0.031879,0.185417,0.037658,0.558333,0.042346,0.372917,0.044349,0.314583,0.038544,0.21875,0.040509,0.0,0.0,0.307664,0.036256,0.431254,0.049272,0.129792,0.020191,80
0.08,domain_randomization,0,0.324548,0.032429,0.4625,0.046115,0.425,0.047885,0.4125,0.039402,0.208333,0.039627,0.075,0.024586,0.095833,0.028925,0.0625,0.024223,0.1,0.026375,0.125,0.031023,0.14375,0.030609,0.525,0.042346,0.295833,0.048611,0.322917,0.040405,0.23125,0.042898,0.0,0.0,0.303171,0.034856,0.370279,0.051346,0.116333,0.015831,80
0.08,domain_randomization,1,0.343451,0.036996,0.497917,0.037433,0.420833,0.049301,0.420833,0.04149,0.183333,0.035633,0.122917,0.031155,0.08125,0.026626,0.054167,0.02077,0.116667,0.030969,0.139583,0.033606,0.1625,0.03128,0.55625,0.04719,0.377083,0.040153,0.329167,0.044627,0.247917,0.044634,0.0,0.0,0.32254,0.039986,0.451679,0.041314,0.120625,0.017234,80
0.08,domain_randomization,2,0.324484,0.034662,0.5,0.047566,0.383333,0.049786,0.427083,0.043813,0.220833,0.043008,0.091667,0.026567,0.095833,0.028335,0.0625,0.022786,0.104167,0.029273,0.141667,0.035869,0.183333,0.034182,0.570833,0.039744,0.304167,0.041814,0.304167,0.045674,0.258333,0.047174,0.0,0.0,0.29832,0.037333,0.369071,0.046396,0.123583,0.019595,80
0.08,domain_randomization,3,0.354854,0.030804,0.475,0.043525,0.404167,0.046407,0.425,0.043835,0.225,0.044674,0.095833,0.02518,0.0875,0.023226,0.066667,0.023676,0.10625,0.025492,0.120833,0.029617,0.191667,0.034915,0.575,0.048585,0.354167,0.035526,0.308333,0.046887,0.222917,0.045366,0.0,0.0,0.328925,0.033063,0.423471,0.039698,0.125125,0.015973,80
0.08,domain_randomization,4,0.329362,0.035544,0.497917,0.042898,0.427083,0.05321,0.429167,0.039744,0.210417,0.045662,0.091667,0.027195,0.070833,0.02077,0.054167,0.02077,0.116667,0.029858,0.139583,0.030443,0.19375,0.037859,0.585417,0.045384,0.302083,0.038588,0.3,0.042066,0.21875,0.037926,0.0,0.0,0.305534,0.038289,0.374208,0.042443,0.119833,0.01762,80
0.08,domain_randomization,5,0.31728,0.032265,0.4875,0.043008,0.3625,0.042614,0.433333,0.044103,0.204167,0.039402,0.077083,0.02392,0.066667,0.022952,0.0625,0.022786,0.09375,0.02385,0.139583,0.029312,0.152083,0.03348,0.5875,0.046842,0.314583,0.041088,0.29375,0.039517,0.245833,0.043864,0.0,0.0,0.298698,0.034633,0.396533,0.046936,0.109167,0.016143,80
0.08,domain_randomization,6,0.348211,0.034375,0.49375,0.044804,0.397917,0.044444,0.402083,0.040551,0.24375,0.045366,0.110417,0.027835,0.09375,0.025226,0.064583,0.022874,0.114583,0.031613,0.120833,0.029041,0.15,0.030529,0.60625,0.043581,0.358333,0.039456,0.30625,0.044804,0.247917,0.043484,0.0,0.0,0.318826,0.037715,0.412367,0.045122,0.1355,0.019286,80
0.08,domain_randomization,7,0.343986,0.030183,0.491667,0.045349,0.422917,0.040655,0.429167,0.045303,0.2375,0.043786,0.095833,0.027733,0.097917,0.025788,0.077083,0.024616,0.133333,0.03204,0.11875,0.030304,0.195833,0.037107,0.55625,0.048946,0.391667,0.043912,0.327083,0.045179,0.235417,0.044139,0.0,0.0,0.315479,0.033022,0.444683,0.049728,0.139167,0.019612,80
0.08,domain_randomization,8,0.321147,0.030549,0.504167,0.046842,0.433333,0.046344,0.402083,0.04674,0.220833,0.043786,0.075,0.027809,0.085417,0.026626,0.05625,0.020907,0.120833,0.03286,0.147917,0.03287,0.1875,0.035526,0.585417,0.047564,0.30625,0.033606,0.316667,0.040512,0.185417,0.03898,0.0,0.0,0.296715,0.033958,0.374283,0.04228,0.123167,0.019348,80
0.08,domain_randomization,9,0.330045,0.035284,0.529167,0.04677,0.4,0.040512,0.397917,0.044063,0.229167,0.049778,0.1,0.027008,0.077083,0.020907,0.047917,0.019442,0.1,0.025727,0.145833,0.034071,0.195833,0.031709,0.59375,0.044197,0.395833,0.049095,0.314583,0.041088,0.222917,0.039389,0.0,0.0,0.306367,0.038753,0.464446,0.052357,0.121083,0.018521,80
0.08,ensemble_disagreement_filter,0,0.427582,0.036218,0.422917,0.046831,0.539583,0.046214,0.48125,0.043871,0.141667,0.033934,0.079167,0.021724,0.054167,0.019941,0.039583,0.016685,0.058333,0.023317,0.125,0.029345,0.1875,0.035048,0.508333,0.043057,0.4125,0.043864,0.5375,0.04025,0.122917,0.036171,0.0,0.0,0.442286,0.038393,0.565446,0.045106,0.079167,0.0136,80
0.08,ensemble_disagreement_filter,1,0.435198,0.033752,0.4125,0.045748,0.577083,0.048251,0.44375,0.03484,0.154167,0.034268,0.045833,0.020109,0.05,0.01874,0.054167,0.02077,0.054167,0.021568,0.08125,0.025326,0.214583,0.038632,0.460417,0.046578,0.4875,0.041408,0.558333,0.044294,0.145833,0.038711,0.0,0.0,0.458886,0.036549,0.650992,0.040371,0.076,0.012015,80
0.08,ensemble_disagreement_filter,2,0.496097,0.039404,0.360417,0.044425,0.516667,0.046707,0.472917,0.039603,0.15,0.039241,0.075,0.023172,0.066667,0.024379,0.020833,0.012155,0.058333,0.021033,0.095833,0.027733,0.204167,0.033872,0.472917,0.044425,0.497917,0.037433,0.58125,0.045755,0.133333,0.03506,0.0,0.0,0.51579,0.041638,0.656462,0.040112,0.080167,0.01366,80
0.08,ensemble_disagreement_filter,3,0.470815,0.03707,0.40625,0.041842,0.504167,0.040668,0.477083,0.041801,0.15,0.036569,0.060417,0.019486,0.0625,0.024223,0.045833,0.021724,0.05,0.019621,0.072917,0.022389,0.185417,0.034376,0.43125,0.047457,0.472917,0.04327,0.560417,0.043192,0.172917,0.038741,0.0,0.0,0.490183,0.039744,0.631837,0.045657,0.077375,0.013965,80
0.08,ensemble_disagreement_filter,4,0.45164,0.041017,0.36875,0.043368,0.525,0.046161,0.477083,0.044158,0.1375,0.032757,0.060417,0.023421,0.064583,0.022874,0.039583,0.019486,0.058333,0.021821,0.1125,0.030069,0.235417,0.036612,0.466667,0.046271,0.452083,0.044709,0.522917,0.043774,0.15,0.040093,0.0,0.0,0.469223,0.043258,0.606679,0.048067,0.076458,0.013247,80
0.08,ensemble_disagreement_filter,5,0.445629,0.038487,0.4375,0.040833,0.541667,0.043292,0.441667,0.042742,0.147917,0.032352,0.066667,0.02143,0.0625,0.024223,0.045833,0.020932,0.05,0.01874,0.125,0.028171,0.191667,0.03815,0.452083,0.045086,0.447917,0.043717,0.545833,0.045748,0.13125,0.027066,0.0,0.0,0.462386,0.040577,0.603933,0.046646,0.078,0.012752,80
0.08,ensemble_disagreement_filter,6,0.509331,0.03763,0.404167,0.039317,0.527083,0.045551,0.452083,0.043562,0.141667,0.030805,0.0625,0.023515,0.05625,0.017379,0.029167,0.013965,0.072917,0.02385,0.097917,0.027683,0.21875,0.040509,0.464583,0.04452,0.516667,0.043331,0.55625,0.038081,0.177083,0.038258,0.0,0.0,0.53042,0.040659,0.674188,0.045274,0.079625,0.013785,80
0.08,ensemble_disagreement_filter,7,0.406361,0.03846,0.4,0.035633,0.522917,0.040571,0.479167,0.042455,0.141667,0.040303,0.058333,0.018468,0.05625,0.019224,0.05625,0.024616,0.066667,0.020627,0.077083,0.02392,0.245833,0.039829,0.439583,0.046939,0.3875,0.048192,0.529167,0.049574,0.166667,0.0415,0.0,0.0,0.416158,0.038979,0.540046,0.045752,0.08025,0.013881,80
0.08,ensemble_disagreement_filter,8,0.437275,0.041944,0.4,0.043331,0.535417,0.044898,0.441667,0.045424,0.154167,0.033772,0.070833,0.023081,0.08125,0.025326,0.039583,0.018599,0.070833,0.026487,0.110417,0.030719,0.214583,0.034474,0.452083,0.047988,0.464583,0.045644,0.5375,0.042693,0.116667,0.027503,0.0,0.0,0.450116,0.045303,0.609492,0.04834,0.08875,0.013826,80
0.08,ensemble_disagreement_filter,9,0.41369,0.038739,0.433333,0.040093,0.55,0.048061,0.45,0.046271,0.1625,0.037198,0.06875,0.025788,0.052083,0.0222,0.05,0.01874,0.05,0.020463,0.077083,0.02392,0.225,0.036337,0.470833,0.041408,0.402083,0.042183,0.539583,0.046214,0.11875,0.031398,0.0,0.0,0.425335,0.04031,0.554317,0.045842,0.080708,0.014172,80
0.08,equivariant_policy,0,0.288307,0.035447,0.464583,0.043755,0.3125,0.042851,0.43125,0.044139,0.258333,0.045349,0.114583,0.031074,0.0875,0.023226,0.04375,0.017183,0.127083,0.031958,0.141667,0.032924,0.177083,0.033049,0.597917,0.0471,0.29375,0.039517,0.2375,0.037559,0.247917,0.047564,0.0,0.0,0.252003,0.038427,0.332529,0.046783,0.14,0.020086,80
0.08,equivariant_policy,1,0.306489,0.029265,0.46875,0.045792,0.375,0.041296,0.389583,0.038522,0.23125,0.040882,0.114583,0.037926,0.072917,0.02385,0.045833,0.017409,0.125,0.030474,0.125,0.029345,0.15,0.030529,0.579167,0.045004,0.316667,0.044103,0.233333,0.036104,0.28125,0.04486,0.0,0.0,0.273012,0.031987,0.362962,0.04813,0.130792,0.016211,80
0.08,equivariant_policy,2,0.309247,0.031481,0.479167,0.038711,0.3625,0.043399,0.39375,0.042403,0.254167,0.041081,0.11875,0.030856,0.09375,0.025886,0.054167,0.022337,0.104167,0.027488,0.1625,0.03337,0.139583,0.034596,0.566667,0.045978,0.285417,0.042383,0.235417,0.037523,0.258333,0.041459,0.0,0.0,0.273457,0.034394,0.325667,0.04729,0.135125,0.019548,80
0.08,equivariant_policy,3,0.31231,0.038937,0.497917,0.052137,0.339583,0.047011,0.375,0.04368,0.233333,0.046344,0.120833,0.033872,0.083333,0.024655,0.070833,0.023801,0.129167,0.03286,0.125,0.028764,0.18125,0.034474,0.577083,0.042681,0.30625,0.044044,0.2625,0.039744,0.260417,0.043035,0.0,0.0,0.276662,0.041022,0.347183,0.050923,0.138333,0.019082,80
0.08,equivariant_policy,4,0.309708,0.03436,0.527083,0.050808,0.347917,0.04433,0.420833,0.043087,0.25,0.04721,0.116667,0.031509,0.089583,0.023204,0.095833,0.028335,0.147917,0.034376,0.127083,0.032998,0.166667,0.033884,0.58125,0.046849,0.31875,0.043172,0.235417,0.041781,0.285417,0.052039,0.0,0.0,0.269901,0.038,0.337204,0.04965,0.151208,0.021558,80
0.08,equivariant_policy,5,0.314125,0.030299,0.4875,0.045303,0.322917,0.03956,0.375,0.044065,0.275,0.042742,0.114583,0.029968,0.102083,0.028167,0.05,0.021272,0.141667,0.034915,0.15625,0.032011,0.145833,0.03255,0.533333,0.045904,0.335417,0.038762,0.220833,0.040998,0.25,0.049989,0.0,0.0,0.269821,0.032583,0.355604,0.040745,0.151458,0.019876,80
0.08,equivariant_policy,6,0.300022,0.03456,0.5125,0.044928,0.358333,0.039882,0.395833,0.040833,0.24375,0.041068,0.1,0.032667,0.079167,0.025313,0.075,0.024586,0.13125,0.033732,0.135417,0.032404,0.170833,0.035336,0.589583,0.046104,0.329167,0.042296,0.285417,0.04278,0.245833,0.04149,0.0,0.0,0.267561,0.03822,0.38065,0.043988,0.137542,0.020299,80
0.08,equivariant_policy,7,0.308436,0.032827,0.491667,0.042663,0.345833,0.039317,0.3875,0.039317,0.239583,0.044954,0.127083,0.030332,0.09375,0.028376,0.072917,0.026531,0.116667,0.030418,0.114583,0.027004,0.158333,0.033835,0.566667,0.040093,0.322917,0.042839,0.275,0.039882,0.270833,0.04875,0.0,0.0,0.273124,0.035837,0.368204,0.048421,0.139125,0.019291,80
0.08,equivariant_policy,8,0.320839,0.036958,0.464583,0.049546,0.33125,0.047029,0.402083,0.046012,0.189583,0.035225,0.104167,0.026867,0.095833,0.028335,0.066667,0.024379,0.1125,0.028335,0.127083,0.030332,0.183333,0.033685,0.591667,0.03937,0.347917,0.047635,0.2875,0.040668,0.266667,0.044103,0.0,0.0,0.295077,0.03994,0.416267,0.052517,0.121333,0.01604,80
0.08,equivariant_policy,9,0.313948,0.03064,0.510417,0.044766,0.347917,0.04433,0.375,0.041703,0.233333,0.039241,0.116667,0.031509,0.089583,0.023204,0.0625,0.020442,0.116667,0.034575,0.114583,0.032142,0.166667,0.032873,0.602083,0.042103,0.277083,0.043465,0.235417,0.036148,0.235417,0.042582,0.0,0.0,0.277759,0.034578,0.326354,0.049464,0.133833,0.01673,80
0.08,invariant_risk_minimization_proxy,0,0.359796,0.032939,0.45,0.041662,0.420833,0.047201,0.43125,0.041375,0.2,0.045904,0.09375,0.027774,0.05625,0.020083,0.045833,0.019251,0.102083,0.02876,0.13125,0.028877,0.147917,0.034376,0.525,0.044674,0.377083,0.039303,0.35,0.040926,0.239583,0.046067,0.0,0.0,0.346951,0.03547,0.465396,0.046065,0.11,0.018037,80
0.08,invariant_risk_minimization_proxy,1,0.375282,0.038887,0.495833,0.041895,0.458333,0.042505,0.44375,0.04719,0.191667,0.041945,0.08125,0.027253,0.08125,0.023956,0.054167,0.018169,0.085417,0.027865,0.158333,0.036707,0.15625,0.031479,0.533333,0.045535,0.3875,0.04677,0.402083,0.04674,0.229167,0.042455,0.0,0.0,0.367165,0.041996,0.485646,0.050823,0.10575,0.016801,80
0.08,invariant_risk_minimization_proxy,2,0.362876,0.033996,0.5,0.045013,0.470833,0.044928,0.433333,0.045237,0.175,0.038503,0.085417,0.027253,0.09375,0.029542,0.060417,0.021932,0.116667,0.03204,0.1125,0.031709,0.204167,0.034855,0.51875,0.044254,0.395833,0.041245,0.414583,0.047918,0.24375,0.046469,0.0,0.0,0.351614,0.037077,0.492992,0.04352,0.114625,0.017396,80
0.08,invariant_risk_minimization_proxy,3,0.353334,0.029596,0.477083,0.04783,0.46875,0.045792,0.385417,0.040924,0.15625,0.035984,0.097917,0.027683,0.079167,0.023226,0.060417,0.023421,0.085417,0.02465,0.133333,0.033584,0.166667,0.036291,0.495833,0.046115,0.354167,0.042056,0.3625,0.046407,0.191667,0.037705,0.0,0.0,0.343024,0.031225,0.454096,0.044559,0.100667,0.016025,80
0.08,invariant_risk_minimization_proxy,4,0.34954,0.039325,0.50625,0.047011,0.422917,0.045736,0.416667,0.041091,0.2125,0.037649,0.108333,0.031882,0.091667,0.026567,0.033333,0.020463,0.089583,0.023204,0.09375,0.028965,0.210417,0.039303,0.514583,0.049716,0.375,0.043292,0.375,0.044825,0.183333,0.040512,0.0,0.0,0.332128,0.04136,0.465246,0.047831,0.116042,0.015945,80
0.08,invariant_risk_minimization_proxy,5,0.357877,0.038987,0.45625,0.048877,0.464583,0.049204,0.46875,0.046159,0.229167,0.034071,0.097917,0.026435,0.079167,0.027854,0.041667,0.017911,0.09375,0.031746,0.120833,0.030182,0.2,0.036936,0.522917,0.043774,0.397917,0.047741,0.391667,0.036799,0.19375,0.04327,0.0,0.0,0.344414,0.040218,0.488758,0.049492,0.118417,0.016727,80
0.08,invariant_risk_minimization_proxy,6,0.348231,0.031555,0.45625,0.046396,0.460417,0.048006,0.45,0.048758,0.189583,0.034253,0.091667,0.027809,0.064583,0.024305,0.075,0.026567,0.1125,0.028335,0.116667,0.030969,0.170833,0.038095,0.585417,0.040258,0.352083,0.042303,0.416667,0.0415,0.235417,0.040132,0.0,0.0,0.3384,0.036549,0.452896,0.048278,0.115083,0.01658,80
0.08,invariant_risk_minimization_proxy,7,0.309664,0.031419,0.427083,0.043813,0.477083,0.051238,0.429167,0.049232,0.21875,0.040924,0.08125,0.027253,0.083333,0.02663,0.054167,0.021568,0.079167,0.030736,0.09375,0.02716,0.175,0.033835,0.525,0.046161,0.33125,0.037433,0.379167,0.045377,0.2125,0.044247,0.0,0.0,0.296562,0.034462,0.424233,0.042278,0.110708,0.017941,80
0.08,invariant_risk_minimization_proxy,8,0.329149,0.031814,0.45,0.037839,0.404167,0.043399,0.458333,0.047388,0.210417,0.040153,0.116667,0.032563,0.060417,0.021148,0.05,0.020463,0.08125,0.029052,0.120833,0.030736,0.175,0.035775,0.502083,0.042103,0.327083,0.042878,0.36875,0.045272,0.20625,0.042003,0.0,0.0,0.314807,0.034595,0.420208,0.048557,0.111542,0.017514,80
0.08,invariant_risk_minimization_proxy,9,0.341229,0.033193,0.48125,0.044254,0.445833,0.045303,0.414583,0.044634,0.204167,0.041081,0.083333,0.027869,0.070833,0.023081,0.04375,0.019914,0.097917,0.026435,0.097917,0.030581,0.177083,0.033049,0.51875,0.039837,0.333333,0.04721,0.389583,0.041477,0.208333,0.038765,0.0,0.0,0.327812,0.036422,0.431929,0.051254,0.109958,0.016672,80
0.08,no_invariance_behavior_clone,0,0.343695,0.037609,0.247917,0.037207,0.525,0.046161,0.341667,0.041459,0.227083,0.041191,0.09375,0.028965,0.085417,0.028465,0.066667,0.020627,0.079167,0.024637,0.133333,0.032563,0.1875,0.033572,0.270833,0.037379,0.345833,0.042216,0.535417,0.046012,0.191667,0.039882,0.0,0.0,0.331636,0.039329,0.465442,0.046369,0.116792,0.017045,80
0.08,no_invariance_behavior_clone,1,0.326105,0.031675,0.25,0.0415,0.4875,0.044551,0.345833,0.04677,0.195833,0.041408,0.095833,0.027117,0.095833,0.0245,0.054167,0.019075,0.108333,0.028528,0.116667,0.028111,0.177083,0.034055,0.252083,0.03675,0.327083,0.044425,0.552083,0.052169,0.166667,0.03766,0.0,0.0,0.313128,0.034478,0.4476,0.046737,0.118583,0.016322,80
0.08,no_invariance_behavior_clone,2,0.35273,0.036759,0.225,0.038591,0.49375,0.047368,0.347917,0.041579,0.191667,0.034915,0.122917,0.031693,0.077083,0.025293,0.041667,0.016942,0.104167,0.027488,0.1125,0.029503,0.170833,0.029617,0.266667,0.043331,0.402083,0.040132,0.554167,0.048541,0.18125,0.038632,0.0,0.0,0.346077,0.03936,0.524504,0.043159,0.116708,0.017003,80
0.08,no_invariance_behavior_clone,3,0.302859,0.031031,0.197917,0.031879,0.48125,0.047918,0.375,0.044825,0.164583,0.034621,0.116667,0.030418,0.097917,0.027066,0.052083,0.021425,0.0875,0.027241,0.141667,0.025397,0.197917,0.031344,0.235417,0.037523,0.31875,0.040342,0.55625,0.045736,0.172917,0.040862,0.0,0.0,0.296461,0.032388,0.450525,0.044816,0.108667,0.016097,80
0.08,no_invariance_behavior_clone,4,0.355199,0.03293,0.241667,0.038062,0.49375,0.04592,0.345833,0.046407,0.197917,0.042343,0.102083,0.0236,0.06875,0.023743,0.060417,0.022689,0.102083,0.02876,0.139583,0.029883,0.16875,0.033125,0.24375,0.046469,0.358333,0.040303,0.55,0.047353,0.15625,0.033556,0.0,0.0,0.34584,0.035615,0.4803,0.043802,0.11475,0.018183,80
0.08,no_invariance_behavior_clone,5,0.362402,0.035367,0.239583,0.034791,0.508333,0.042663,0.389583,0.043851,0.208333,0.039198,0.14375,0.038871,0.0875,0.025313,0.052083,0.021425,0.09375,0.02385,0.129167,0.028454,0.202083,0.039282,0.279167,0.043008,0.379167,0.041895,0.5875,0.038536,0.16875,0.036979,0.0,0.0,0.349673,0.036645,0.500233,0.044205,0.12425,0.017724,80
0.08,no_invariance_behavior_clone,6,0.333032,0.033126,0.25,0.039413,0.4875,0.044928,0.39375,0.043581,0.170833,0.03337,0.108333,0.030251,0.0875,0.023226,0.05,0.019621,0.085417,0.025984,0.1375,0.029503,0.166667,0.033884,0.264583,0.040551,0.347917,0.045828,0.552083,0.045235,0.183333,0.041743,0.0,0.0,0.328377,0.034665,0.482867,0.046397,0.106125,0.015642,80
0.08,no_invariance_behavior_clone,7,0.303929,0.033122,0.264583,0.033732,0.452083,0.045458,0.377083,0.042996,0.220833,0.042614,0.095833,0.027117,0.083333,0.025988,0.04375,0.019048,0.102083,0.03209,0.14375,0.035225,0.19375,0.029883,0.2375,0.043399,0.358333,0.040719,0.55,0.051454,0.139583,0.035081,0.0,0.0,0.293897,0.034832,0.4754,0.046718,0.119458,0.017552,80
0.08,no_invariance_behavior_clone,8,0.31313,0.029127,0.2375,0.037559,0.470833,0.041408,0.3875,0.041814,0.1625,0.034855,0.108333,0.02793,0.0875,0.027854,0.077083,0.022464,0.102083,0.02876,0.141667,0.032407,0.18125,0.034474,0.266667,0.043331,0.310417,0.041801,0.566667,0.047779,0.172917,0.039603,0.0,0.0,0.305386,0.032317,0.441942,0.047971,0.112375,0.016353,80
0.08,no_invariance_behavior_clone,9,0.343423,0.031924,0.239583,0.038915,0.489583,0.043231,0.389583,0.039815,0.185417,0.036288,0.1125,0.031172,0.08125,0.02465,0.052083,0.021425,0.091667,0.026567,0.152083,0.032456,0.191667,0.034915,0.24375,0.041068,0.322917,0.042043,0.558333,0.040719,0.1875,0.044017,0.0,0.0,0.335527,0.03452,0.451804,0.044055,0.1115,0.016085,80
0.08,oracle_invariance_validity_supervisor,0,0.791139,0.034943,0.710417,0.041801,0.88125,0.029168,0.702083,0.03797,0.016667,0.011026,0.014583,0.0119,0.008333,0.00801,0.004167,0.005738,0.004167,0.005738,0.064583,0.0236,0.216667,0.039155,0.752083,0.041497,0.714583,0.039496,0.822917,0.035512,0.004167,0.005738,0.0,0.0,0.870448,0.029652,0.901333,0.027562,0.009708,0.003966,80
0.08,oracle_invariance_validity_supervisor,1,0.795587,0.032584,0.679167,0.038885,0.845833,0.032757,0.6625,0.04149,0.01875,0.012986,0.002083,0.004083,0.010417,0.008896,0.002083,0.004083,0.0,0.0,0.035417,0.015035,0.210417,0.038871,0.772917,0.039517,0.729167,0.043632,0.835417,0.037433,0.025,0.014352,0.0,0.0,0.875547,0.027729,0.904833,0.029756,0.006792,0.003377,80
0.08,oracle_invariance_validity_supervisor,2,0.749033,0.034495,0.69375,0.042482,0.8625,0.030626,0.691667,0.041132,0.014583,0.013243,0.008333,0.00801,0.010417,0.008896,0.004167,0.005738,0.002083,0.004083,0.058333,0.020214,0.216667,0.033584,0.758333,0.039797,0.695833,0.040584,0.841667,0.034818,0.010417,0.010626,0.0,0.0,0.839127,0.030071,0.8865,0.030369,0.007792,0.003755,80
